"MasterCatalogName","CatalogName","ProductCode","IsActive","CategoryCodes","ProductName","Price","SalePrice","MSRP","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","ProductShortDescription","ContentFullProductDescription","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL"
"Mystic Outdoors Master","Mystic Pro Outdoor","HKFT_010","Yes","","Ridgecrest Hiking Shoes - Men's","150.00","","","","","","Ahnu partnered with our sponsored blind endurance hiker, Trevor Thomas, to design the Ridgecrest hiking shoe specifically for thru hikes.","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability&nbsp;<div>•	eVent waterproof, breathable bootie construction&nbsp;</div><div>•	Waterproof leather and breathable, hydrophobic mesh&nbsp;</div><div>•	Numentum Hike technology to center and guide the foot for balance on trails&nbsp;</div><div>•	Spider Rubber outsole for traction in all environments&nbsp;</div><div>•	Integrated TPU shank and arch support for torsional rigidity and mid foot support&nbsp;</div><div>•	Shock dispersal plate in forefoot for stone bruising protection&nbsp;</div><div>•	Moisture-wicking mesh lining
</div>","","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability •	eVent waterproof, breathable bootie construction •	Waterproof leather and breathable, hydrophobic mesh •	Numentum Hike technology to center and guide the foot for balance on trails •	Spider Rubber outsole for traction in all environments •	Integrated TPU shank and arch support for torsional rigidity and mid foot support •	Shock dispersal plate in forefoot for stone bruising protection •	Moisture-wicking mesh lining","","ridgecrest-hiking-shoes-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HKFT_010","Yes","","Ridgecrest Hiking Shoes - Men's","150.00","","","","","","Ahnu partnered with our sponsored blind endurance hiker, Trevor Thomas, to design the Ridgecrest hiking shoe specifically for thru hikes.","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability&nbsp;<div>•	eVent waterproof, breathable bootie construction&nbsp;</div><div>•	Waterproof leather and breathable, hydrophobic mesh&nbsp;</div><div>•	Numentum Hike technology to center and guide the foot for balance on trails&nbsp;</div><div>•	Spider Rubber outsole for traction in all environments&nbsp;</div><div>•	Integrated TPU shank and arch support for torsional rigidity and mid foot support&nbsp;</div><div>•	Shock dispersal plate in forefoot for stone bruising protection&nbsp;</div><div>•	Moisture-wicking mesh lining
</div>","","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability •	eVent waterproof, breathable bootie construction •	Waterproof leather and breathable, hydrophobic mesh •	Numentum Hike technology to center and guide the foot for balance on trails •	Spider Rubber outsole for traction in all environments •	Integrated TPU shank and arch support for torsional rigidity and mid foot support •	Shock dispersal plate in forefoot for stone bruising protection •	Moisture-wicking mesh lining","","ridgecrest-hiking-shoes-men-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HKFT_009","Yes","","Coburn Waterproof Hiking Boots - Men's","165.00","","","","","","The Ahnu Coburn Waterproof hiking boots boast stout protection from the elements, sturdy leather construction and good support for worry-free performance through the miles.","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support&nbsp;<div>•	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly&nbsp;</div><div>•	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing&nbsp;</div><div>•	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles&nbsp;</div><div>•	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail&nbsp;</div><div>•	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain
</div>","","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support •	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly •	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing •	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles •	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail •	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain","","coburn-waterproof-hiking-boots-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HKFT_009","Yes","","Coburn Waterproof Hiking Boots - Men's","165.00","","","","","","The Ahnu Coburn Waterproof hiking boots boast stout protection from the elements, sturdy leather construction and good support for worry-free performance through the miles.","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support&nbsp;<div>•	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly&nbsp;</div><div>•	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing&nbsp;</div><div>•	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles&nbsp;</div><div>•	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail&nbsp;</div><div>•	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain
</div>","","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support •	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly •	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing •	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles •	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail •	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain","","coburn-waterproof-hiking-boots-men-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HKFT_008","Yes","","Renegade II GTX Lo Hiking Shoes - Men's","210.00","","","","","","Day hikers, light-and-fast backpackers and weekend warriors will love the Lowa Renegade II GTX Lo hiking shoes. They boast great versatility in a lightweight and waterproof design.","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort&nbsp;<div>•	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe&nbsp;</div><div>•	Polyester linings manage excess moisture to help keep your feet dry&nbsp;</div><div>•	Padded ankles and tongues relieve pressure and add comfort&nbsp;</div><div>•	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes&nbsp;</div><div>•	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support&nbsp;</div><div>•	External polyurethane frames are part of the midsoles and offer additional support&nbsp;</div><div>•	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction
</div>","","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort •	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe •	Polyester linings manage excess moisture to help keep your feet dry •	Padded ankles and tongues relieve pressure and add comfort •	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes •	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support •	External polyurethane frames are part of the midsoles and offer additional support •	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction","","renegade-ii-gtx-lo-hiking-shoes-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HKFT_008","Yes","","Renegade II GTX Lo Hiking Shoes - Men's","210.00","","","","","","Day hikers, light-and-fast backpackers and weekend warriors will love the Lowa Renegade II GTX Lo hiking shoes. They boast great versatility in a lightweight and waterproof design.","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort&nbsp;<div>•	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe&nbsp;</div><div>•	Polyester linings manage excess moisture to help keep your feet dry&nbsp;</div><div>•	Padded ankles and tongues relieve pressure and add comfort&nbsp;</div><div>•	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes&nbsp;</div><div>•	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support&nbsp;</div><div>•	External polyurethane frames are part of the midsoles and offer additional support&nbsp;</div><div>•	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction
</div>","","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort •	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe •	Polyester linings manage excess moisture to help keep your feet dry •	Padded ankles and tongues relieve pressure and add comfort •	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes •	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support •	External polyurethane frames are part of the midsoles and offer additional support •	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction","","renegade-ii-gtx-lo-hiking-shoes-men-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikePants_001","Yes","","Rampart Rain Pants - Men's","79.00","","","","","","When downpours loom, keep these hardworking Outdoor Research Rampart rain pants stowed in your pack as a standard part of your essentials and confidently embark on your adventures.

","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed&nbsp;<div>•	Full-length, double-separating side zippers offer venting options&nbsp;</div><div>•	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop&nbsp;</div><div>•	Articulated knees offer a comfortable fit and freedom of movement&nbsp;</div><div>•	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)
</div>","","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed •	Full-length, double-separating side zippers offer venting options •	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop •	Articulated knees offer a comfortable fit and freedom of movement •	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)","","rampart-rain-pants-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HikePants_001","Yes","ClothesShoes","Rampart Rain Pants - Men's","79.00","","","","","","When downpours loom, keep these hardworking Outdoor Research Rampart rain pants stowed in your pack as a standard part of your essentials and confidently embark on your adventures.

","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed&nbsp;<div>•	Full-length, double-separating side zippers offer venting options&nbsp;</div><div>•	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop&nbsp;</div><div>•	Articulated knees offer a comfortable fit and freedom of movement&nbsp;</div><div>•	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)
</div>","","•	100% polyester 2-layer fabric is waterproof and fully seam-sealed •	Full-length, double-separating side zippers offer venting options •	Durable yet lightweight pants pack down small; single rear pocket doubles as a stuff sack with carabiner loop •	Articulated knees offer a comfortable fit and freedom of movement •	Elastic waist adjusts with drawcord and accepts accessory suspenders (not included)","","rampart-rain-pants-men-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeJack_016","Yes","","Fast Trek Hoodie - Kids'","40.00","","","","","","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.
","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.&nbsp;<div><br></div><div>&nbsp;•	Thumb holes keep sleeves in place
</div>","","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth. 
 •	Thumb holes keep sleeves in place","","fast-trek-hoodie-kids-"
"Mystic Outdoors Master","Mystic Outdoors","HikeJack_016","Yes","ClothesShoes","Fast Trek Hoodie - Kids'","40.00","","","","","","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.
","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth.&nbsp;<div><br></div><div>&nbsp;•	Thumb holes keep sleeves in place
</div>","","The perfect companion for your youngster's everyday adventures, the microfleece Columbia Fast Trek hoodie offers versatility, comfort and warmth. 
 •	Thumb holes keep sleeves in place","","fast-trek-hoodie-kids-"
"Mystic Outdoors Master","Mystic Pro Outdoor","DOG_004","Yes","","Dirtbag Seat Cover","79.95","","","","","","Protect your car's nice interior with this durable, waterproof and comfortable cover that shields vehicle seats from the remnants of dog adventures.","•	Protects vehicle seat from dog hair, drool and scratches&nbsp;<div>•	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations&nbsp;</div><div>•	Secures to seat with cleats and has webbing loops that wrap around headrests&nbsp;</div><div>•	Side flaps keep grunge off seats during entry and exit&nbsp;</div><div>• Access points to seat belts open when needed&nbsp;</div><div>•	Machine washable</div>","","•	Protects vehicle seat from dog hair, drool and scratches •	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations •	Secures to seat with cleats and has webbing loops that wrap around headrests •	Side flaps keep grunge off seats during entry and exit • Access points to seat belts open when needed •	Machine washable","","dirtbag-seat-cover"
"Mystic Outdoors Master","Mystic Outdoors","DOG_004","Yes","","Dirtbag Seat Cover","79.95","","","","","","Protect your car's nice interior with this durable, waterproof and comfortable cover that shields vehicle seats from the remnants of dog adventures.","•	Protects vehicle seat from dog hair, drool and scratches&nbsp;<div>•	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations&nbsp;</div><div>•	Secures to seat with cleats and has webbing loops that wrap around headrests&nbsp;</div><div>•	Side flaps keep grunge off seats during entry and exit&nbsp;</div><div>• Access points to seat belts open when needed&nbsp;</div><div>•	Machine washable</div>","","•	Protects vehicle seat from dog hair, drool and scratches •	Polyester fabric is nonslip to keep dogs stable
•	Convertible design fits many vehicles in regular and hammock configurations •	Secures to seat with cleats and has webbing loops that wrap around headrests •	Side flaps keep grunge off seats during entry and exit • Access points to seat belts open when needed •	Machine washable","","dirtbag-seat-cover"
"Mystic Outdoors Master","Mystic Pro Outdoor","DOG_003","Yes","","Fetch Camera Mount Dog Harness","60.00","","","","","","With 2 camera mounting locations, the Fetch harness helps you capture action shots of beloved canines chewing bones, fetching Frisbees and sniffing the world from their adorable, 4-legged viewpoint.","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming&nbsp;<div>•	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs.&nbsp;</div><div>•	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play&nbsp;</div><div>•	Padded at all adjustment points for added comfort for your pet&nbsp;</div><div>•	Quick-release bases provide fast and easy attachment and removal&nbsp;</div><div>•	Includes camera tether for added security of your GoPro (camera not included)&nbsp;</div><div>• Removable chest mount accommodates smaller dogs</div>","","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming •	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs. •	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play •	Padded at all adjustment points for added comfort for your pet •	Quick-release bases provide fast and easy attachment and removal •	Includes camera tether for added security of your GoPro (camera not included) • Removable chest mount accommodates smaller dogs","","fetch-camera-mount-dog-harness"
"Mystic Outdoors Master","Mystic Outdoors","DOG_003","Yes","","Fetch Camera Mount Dog Harness","60.00","","","","","","With 2 camera mounting locations, the Fetch harness helps you capture action shots of beloved canines chewing bones, fetching Frisbees and sniffing the world from their adorable, 4-legged viewpoint.","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming&nbsp;<div>•	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs.&nbsp;</div><div>•	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play&nbsp;</div><div>•	Padded at all adjustment points for added comfort for your pet&nbsp;</div><div>•	Quick-release bases provide fast and easy attachment and removal&nbsp;</div><div>•	Includes camera tether for added security of your GoPro (camera not included)&nbsp;</div><div>• Removable chest mount accommodates smaller dogs</div>","","•	Includes 2 mounting locations: chest mount captures bone chewing, digging and front paw action; back mount captures overhead action shots of running, jumping and swimming •	Fully adjustable harness fits most small, medium and large dog breeds from 15 to 120 lbs. •	Washable, water-friendly nylon holds up to swimming, splashing, mud and active dog play •	Padded at all adjustment points for added comfort for your pet •	Quick-release bases provide fast and easy attachment and removal •	Includes camera tether for added security of your GoPro (camera not included) • Removable chest mount accommodates smaller dogs","","fetch-camera-mount-dog-harness"
"Mystic Outdoors Master","Mystic Pro Outdoor","HKFT_003","Yes","","All Out Blaze Ventilator Mid Waterproof Hiking Boots - Men's","150.00","","","","","","The Merrell All Out Blaze Ventilator Mid waterproof hiking boots will keep your feet cool in the heat, but aren't afraid of rain or stream crossings, thanks to their waterproof design.","•	Waterproof leather and mesh uppers provide breathable protection from the elements&nbsp;<div>•	Molded thermoplastic urethane external heel counters add stability&nbsp;</div><div>•	Bellows tongues keep out debris&nbsp;</div><div>•	Vibram® outsoles and hollowed 5mm deep lugs provide excellent traction while keeping weight low

</div>","","•	Waterproof leather and mesh uppers provide breathable protection from the elements •	Molded thermoplastic urethane external heel counters add stability •	Bellows tongues keep out debris •	Vibram® outsoles and hollowed 5mm deep lugs provide excellent traction while keeping weight low","","all-out-blaze-ventilator-mid-waterproof-hiking-boots-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HKFT_003","Yes","","All Out Blaze Ventilator Mid Waterproof Hiking Boots - Men's","150.00","","","","","","The Merrell All Out Blaze Ventilator Mid waterproof hiking boots will keep your feet cool in the heat, but aren't afraid of rain or stream crossings, thanks to their waterproof design.","•	Waterproof leather and mesh uppers provide breathable protection from the elements&nbsp;<div>•	Molded thermoplastic urethane external heel counters add stability&nbsp;</div><div>•	Bellows tongues keep out debris&nbsp;</div><div>•	Vibram® outsoles and hollowed 5mm deep lugs provide excellent traction while keeping weight low

</div>","","•	Waterproof leather and mesh uppers provide breathable protection from the elements •	Molded thermoplastic urethane external heel counters add stability •	Bellows tongues keep out debris •	Vibram® outsoles and hollowed 5mm deep lugs provide excellent traction while keeping weight low","","all-out-blaze-ventilator-mid-waterproof-hiking-boots-men-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_014","Yes","","Everyday Perfect AC 3/4 Top - Women's","55.00","","","","","","The Mountain Hardwear Everyday Perfect AC 3/4 women's tee is a travel-friendly shirt that wicks moisture and dries quickly for comfort on the trail or at home.
","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection&nbsp;<div>•	3/4-length sleeves&nbsp;</div><div>•	Standard fit
</div>","","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection •	3/4-length sleeves •	Standard fit","","everyday-perfect-ac-3-4-top-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_014","Yes","ClothesShoes","Everyday Perfect AC 3/4 Top - Women's","55.00","","","","","","The Mountain Hardwear Everyday Perfect AC 3/4 women's tee is a travel-friendly shirt that wicks moisture and dries quickly for comfort on the trail or at home.
","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection&nbsp;<div>•	3/4-length sleeves&nbsp;</div><div>•	Standard fit
</div>","","•	Wick Q™ moisture-wicking fabric keeps you cool and dry; it also resists wrinkles and offers UPF 25 sun protection •	3/4-length sleeves •	Standard fit","","everyday-perfect-ac-3-4-top-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_013","Yes","","Dryflylite Shirt - Women's","75.00","","","","","","Whether hiking around Mayan ruins or reeling in a trophy catch, you want to look and feel good doing it. The ExOfficio Dryflylite offers sun protection and venting to keep you cool when you're active.
","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season&nbsp;<div>•	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation&nbsp;</div><div>•	2 Napoleon zip chest pockets are accessible even with a backpack on&nbsp;</div><div>•	Roll-up sleeve tabs hold sleeves in place&nbsp;</div><div>•	Forward-facing shoulder seams&nbsp;</div><div>•	UPF 30
</div>","","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season •	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation •	2 Napoleon zip chest pockets are accessible even with a backpack on •	Roll-up sleeve tabs hold sleeves in place •	Forward-facing shoulder seams •	UPF 30","","dryflylite-shirt-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_013","Yes","ClothesShoes","Dryflylite Shirt - Women's","75.00","","","","","","Whether hiking around Mayan ruins or reeling in a trophy catch, you want to look and feel good doing it. The ExOfficio Dryflylite offers sun protection and venting to keep you cool when you're active.
","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season&nbsp;<div>•	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation&nbsp;</div><div>•	2 Napoleon zip chest pockets are accessible even with a backpack on&nbsp;</div><div>•	Roll-up sleeve tabs hold sleeves in place&nbsp;</div><div>•	Forward-facing shoulder seams&nbsp;</div><div>•	UPF 30
</div>","","•	This functional button-down is stylishly tailored to keep you looking sharp adventure after adventure; updated fit over last season •	Lightweight fabric blend wicks moisture and dries quickly while Floramesh lining at back shoulders offers excellent ventilation •	2 Napoleon zip chest pockets are accessible even with a backpack on •	Roll-up sleeve tabs hold sleeves in place •	Forward-facing shoulder seams •	UPF 30","","dryflylite-shirt-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_012","Yes","","OuterSpaced Full Zip Hoodie - Women's","75.00","44.00","","","","","Just like you, the Columbia OuterSpaced full-zip hoodie strikes the perfect balance between fun and unique. The spacedye print and cowl-neck add style to this classic piece that goes with everything.
","•	Hand pockets&nbsp;<div>•	Closeout&nbsp;</div><div>•	Imported</div>","","•	Hand pockets •	Closeout •	Imported","","outerspaced-full-zip-hoodie-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_012","Yes","ClothesShoes","OuterSpaced Full Zip Hoodie - Women's","75.00","44.00","","","","","Just like you, the Columbia OuterSpaced full-zip hoodie strikes the perfect balance between fun and unique. The spacedye print and cowl-neck add style to this classic piece that goes with everything.
","•	Hand pockets&nbsp;<div>•	Closeout&nbsp;</div><div>•	Imported</div>","","•	Hand pockets •	Closeout •	Imported","","outerspaced-full-zip-hoodie-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_011","Yes","","Standard Pocket Shirt - Women's","38.00","","","","","","The Standard Pocket by Mystic Outdoors is the kind of go-with-everything shirt you want in your clothing arsenal.
","•	Left chest patch pocket&nbsp;<div>•	Scoop neckline&nbsp;</div><div>•	Curved hemline
</div>","","•	Left chest patch pocket •	Scoop neckline •	Curved hemline","","standard-pocket-shirt-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_011","Yes","ClothesShoes","Standard Pocket Shirt - Women's","38.00","","","","","","The Standard Pocket by Mystic Outdoors is the kind of go-with-everything shirt you want in your clothing arsenal.
","•	Left chest patch pocket&nbsp;<div>•	Scoop neckline&nbsp;</div><div>•	Curved hemline
</div>","","•	Left chest patch pocket •	Scoop neckline •	Curved hemline","","standard-pocket-shirt-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_010","Yes","","Wicked Lite Long-Sleeve T-Shirt - Women's","45.00","","","","","","When it comes keeping you cool on the trail, the no-nonsense women's Mountain Hardwear Wicked Lite long-sleeve t-shirt delivers the goods, with moisture-wicking stretch and UPF 30 sun protection.
","•	Quick-drying stretch fabric provides UPF 30 sun protection&nbsp;<div>•	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay
</div>","","•	Quick-drying stretch fabric provides UPF 30 sun protection •	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay","","wicked-lite-long-sleeve-t-shirt-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_010","Yes","ClothesShoes","Wicked Lite Long-Sleeve T-Shirt - Women's","45.00","","","","","","When it comes keeping you cool on the trail, the no-nonsense women's Mountain Hardwear Wicked Lite long-sleeve t-shirt delivers the goods, with moisture-wicking stretch and UPF 30 sun protection.
","•	Quick-drying stretch fabric provides UPF 30 sun protection&nbsp;<div>•	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay
</div>","","•	Quick-drying stretch fabric provides UPF 30 sun protection •	Antimicrobial treatment inhibits bacterial growth on the fabric to help keep odors at bay","","wicked-lite-long-sleeve-t-shirt-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_009","Yes","","Essential Cowl Neck Shirt - Women's","68.00","","","","","","The Royal Robbins Essential Cowl Neck shirt is ideal for travel to far-off places, a brisk walk along the river or picking out early-season veggies at the farmers' market.
","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well&nbsp;<div>•	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection&nbsp;</div><div>•	Ruching details at waist; fitted side panels&nbsp;</div><div>•	Natural fit
</div>","","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well •	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection •	Ruching details at waist; fitted side panels •	Natural fit","","essential-cowl-neck-shirt-women-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_009","Yes","ClothesShoes","Essential Cowl Neck Shirt - Women's","68.00","","","","","","The Royal Robbins Essential Cowl Neck shirt is ideal for travel to far-off places, a brisk walk along the river or picking out early-season veggies at the farmers' market.
","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well&nbsp;<div>•	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection&nbsp;</div><div>•	Ruching details at waist; fitted side panels&nbsp;</div><div>•	Natural fit
</div>","","•	Stretchy, lightweight fabric resists wrinkles, dries quickly and holds its shape exceptionally well •	Tencel fibers with polyester offer moisture management properties and UPF 50+ protection •	Ruching details at waist; fitted side panels •	Natural fit","","essential-cowl-neck-shirt-women-s"
"Mystic Outdoors Master","Mystic Pro Outdoor","HikeShirt_008","Yes","","Wunderer Shirt - Men's","75.00","","","","","","Discreet mesh panels and UPF 50+ fabric make the Kuhl Wunderer shirt a sure bet for comfort during warm-weather travel.
","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp&nbsp;<div>•	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays&nbsp;</div><div>•	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents
</div>","","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp •	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays •	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents","","wunderer-shirt-men-s"
"Mystic Outdoors Master","Mystic Outdoors","HikeShirt_008","Yes","ClothesShoes","Wunderer Shirt - Men's","75.00","","","","","","Discreet mesh panels and UPF 50+ fabric make the Kuhl Wunderer shirt a sure bet for comfort during warm-weather travel.
","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp&nbsp;<div>•	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays&nbsp;</div><div>•	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents
</div>","","•	Features a superfine, breathable mesh on the side panels and under the arms for promote cooling airflow; mesh has the appearance of a jersey fabric to keep you looking sharp •	With a UPF 50+ rating, fabric provides excellent protection against harmful ultraviolet rays •	2 chest pockets button close to secure small essentials; a hidden zippered security pocket holds your sensitive documents","","wunderer-shirt-men-s"
